,id,breed,classification,sex,watch_tv,iq,hours_watched
2783,794D74,Newfoundland,Above Average Working Dogs,Male,Yes,129,79.95767733
2784,4DB998,Newfoundland,Above Average Working Dogs,Male,Yes,174,115.8138489
2785,5A6B6A,Newfoundland,Above Average Working Dogs,Male,Yes,152,105.4299527
2786,862CC0,Newfoundland,Above Average Working Dogs,Female,Yes,153,100.1791661
2787,5BB709,Newfoundland,Above Average Working Dogs,Male,No,143,0
2788,FF6551,Newfoundland,Above Average Working Dogs,Male,No,150,0
2789,51CB74,Newfoundland,Above Average Working Dogs,Male,No,171,0
2790,A988B2,Newfoundland,Above Average Working Dogs,Female,Yes,137,91.52245919
2791,FBF30B,Australian Terrier,Above Average Working Dogs,Male,Yes,151,92.70471017
2792,C94D3D,Australian Terrier,Above Average Working Dogs,Female,No,149,0
2793,FBA032,Australian Terrier,Above Average Working Dogs,Male,Yes,156,104.6646965
2794,F40C6F,Australian Terrier,Above Average Working Dogs,Female,Yes,145,90.9001423
2795,7D1980,Australian Terrier,Above Average Working Dogs,Male,Yes,170,116.3923844
2796,3F0A03,Australian Terrier,Above Average Working Dogs,Female,No,165,0
2797,65AF01,Australian Terrier,Above Average Working Dogs,Male,No,179,0
2798,B6A319,Australian Terrier,Above Average Working Dogs,Male,No,164,0
2799,03B194,Australian Terrier,Above Average Working Dogs,Female,Yes,145,96.62730615
2800,F0E8DF,Australian Terrier,Above Average Working Dogs,Female,No,160,0
2801,0C42E5,Australian Terrier,Above Average Working Dogs,Male,Yes,146,100.207688
2802,7C37E8,Australian Terrier,Above Average Working Dogs,Male,Yes,163,111.3261341
2803,63595F,Australian Terrier,Above Average Working Dogs,Male,No,141,0
2804,18AA5E,Australian Terrier,Above Average Working Dogs,Female,Yes,149,115.6895838
2805,1EF9F3,Australian Terrier,Above Average Working Dogs,Female,No,153,0
2806,F29CFD,Australian Terrier,Above Average Working Dogs,Female,No,143,0
2807,E21CAA,Australian Terrier,Above Average Working Dogs,Male,Yes,151,106.1606562
2808,13D8BE,Australian Terrier,Above Average Working Dogs,Male,No,155,0
2809,9C5320,Australian Terrier,Above Average Working Dogs,Male,No,184,0
2810,41830E,Australian Terrier,Above Average Working Dogs,Male,Yes,144,91.21324054
2811,147AEE,Australian Terrier,Above Average Working Dogs,Female,Yes,156,98.92386435
2812,E1B031,Australian Terrier,Above Average Working Dogs,Male,No,159,0
2813,CE8641,Australian Terrier,Above Average Working Dogs,Female,No,165,0
2814,EC357E,Australian Terrier,Above Average Working Dogs,Male,No,143,0
2815,67CD06,Australian Terrier,Above Average Working Dogs,Male,No,140,0
2816,FA29FD,Australian Terrier,Above Average Working Dogs,Female,No,159,0
2817,D5272D,Australian Terrier,Above Average Working Dogs,Female,Yes,163,117.4130163
2818,8E517E,Australian Terrier,Above Average Working Dogs,Female,Yes,165,114.828042
2819,7F61A4,Australian Terrier,Above Average Working Dogs,Male,Yes,169,102.7800545
2820,B419D0,Australian Terrier,Above Average Working Dogs,Male,No,166,0
2821,A7ECA4,Australian Terrier,Above Average Working Dogs,Female,Yes,181,122.7295616
2822,56AA0B,Australian Terrier,Above Average Working Dogs,Male,No,139,0
2823,34BE2E,Australian Terrier,Above Average Working Dogs,Female,Yes,172,123.4466616
2824,83D0C1,Australian Terrier,Above Average Working Dogs,Female,No,154,0
2825,8601C5,Australian Terrier,Above Average Working Dogs,Male,Yes,148,91.82823114
2826,C51D07,Australian Terrier,Above Average Working Dogs,Male,Yes,169,107.6113167
2827,C98581,Australian Terrier,Above Average Working Dogs,Female,No,144,0
2828,4A9E71,Australian Terrier,Above Average Working Dogs,Female,Yes,154,104.8093011
2829,6DD37F,Australian Terrier,Above Average Working Dogs,Male,No,140,0
2830,EB0567,Australian Terrier,Above Average Working Dogs,Male,Yes,170,108.8821914
2831,C7E89C,Australian Terrier,Above Average Working Dogs,Male,No,144,0
2832,945726,Australian Terrier,Above Average Working Dogs,Female,Yes,150,110.7795428
2833,D5274F,Australian Terrier,Above Average Working Dogs,Male,No,139,0
2834,5E3591,Australian Terrier,Above Average Working Dogs,Male,Yes,136,91.87478989
2835,13F973,Australian Terrier,Above Average Working Dogs,Female,No,139,0
2836,2E0629,American Staffordshire Terrier,Above Average Working Dogs,Female,No,152,0
2837,8F160B,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,154,103.9269067
2838,0A6AE4,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,168,115.3071015
2839,6A361B,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,159,115.7313155
2840,EFA882,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,153,103.9912381
2841,C85634,American Staffordshire Terrier,Above Average Working Dogs,Female,No,146,0
2842,9EA6E7,American Staffordshire Terrier,Above Average Working Dogs,Male,No,156,0
2843,B364C5,American Staffordshire Terrier,Above Average Working Dogs,Female,No,150,0
2844,5B09E1,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,157,103.4545917
2845,68FCF6,American Staffordshire Terrier,Above Average Working Dogs,Male,No,139,0
2846,FC0C45,American Staffordshire Terrier,Above Average Working Dogs,Male,No,152,0
2847,376A7F,American Staffordshire Terrier,Above Average Working Dogs,Female,No,141,0
2848,C7E25A,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,160,118.3418053
2849,8DFC53,American Staffordshire Terrier,Above Average Working Dogs,Male,No,161,0
2850,C3382B,American Staffordshire Terrier,Above Average Working Dogs,Male,No,116,0
2851,4FBAC4,American Staffordshire Terrier,Above Average Working Dogs,Female,No,175,0
2852,589915,American Staffordshire Terrier,Above Average Working Dogs,Male,No,155,0
2853,8F1A1B,American Staffordshire Terrier,Above Average Working Dogs,Female,No,125,0
2854,724165,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,138,98.30485967
2855,29720E,American Staffordshire Terrier,Above Average Working Dogs,Male,No,147,0
2856,A5367F,American Staffordshire Terrier,Above Average Working Dogs,Male,No,153,0
2857,D87287,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,170,112.3223223
2858,6DD31D,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,169,105.9441927
2859,9387BA,American Staffordshire Terrier,Above Average Working Dogs,Male,No,156,0
2860,D808EC,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,145,93.61667962
2861,315EA2,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,165,115.5569134
2862,B87FF2,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,136,91.19551641
2863,0565ED,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,163,98.17473994
2864,70DB8E,American Staffordshire Terrier,Above Average Working Dogs,Male,No,173,0
2865,480ABF,American Staffordshire Terrier,Above Average Working Dogs,Male,No,184,0
2866,2D93ED,American Staffordshire Terrier,Above Average Working Dogs,Female,No,168,0
2867,0E7AF8,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,143,94.66089745
2868,3.98E+06,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,138,96.69300053
2869,5B8461,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,156,104.1936922
2870,EA3F2A,American Staffordshire Terrier,Above Average Working Dogs,Female,No,159,0
2871,E86335,American Staffordshire Terrier,Above Average Working Dogs,Female,No,170,0
2872,D9B1AA,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,168,101.2574228
2873,26FEC1,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,166,100.8658829
2874,36BBBC,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,184,125.6341222
2875,29983,American Staffordshire Terrier,Above Average Working Dogs,Male,No,152,0
2876,4.47E+81,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,172,126.2166003
2877,48EEED,American Staffordshire Terrier,Above Average Working Dogs,Male,No,137,0
2878,BC53F4,American Staffordshire Terrier,Above Average Working Dogs,Male,Yes,167,107.1724408
2879,BBBF02,American Staffordshire Terrier,Above Average Working Dogs,Female,No,147,0
2880,6ABCAE,American Staffordshire Terrier,Above Average Working Dogs,Female,No,164,0
2881,42D458,American Staffordshire Terrier,Above Average Working Dogs,Female,No,168,0
2882,F10094,American Staffordshire Terrier,Above Average Working Dogs,Female,Yes,164,115.506636
2883,9F55FB,American Staffordshire Terrier,Above Average Working Dogs,Male,No,172,0
2884,FADE5A,American Staffordshire Terrier,Above Average Working Dogs,Female,No,153,0
2885,43027C,Gordon Setter,Above Average Working Dogs,Male,No,102,0
2886,E18A59,Gordon Setter,Above Average Working Dogs,Female,No,136,0
2887,C18780,Gordon Setter,Above Average Working Dogs,Male,No,160,0
2888,50EAA4,Gordon Setter,Above Average Working Dogs,Female,No,157,0
2889,859C2A,Gordon Setter,Above Average Working Dogs,Male,No,181,0
2890,36AAC5,Gordon Setter,Above Average Working Dogs,Female,Yes,195,125.5698034
2891,50E5A2,Gordon Setter,Above Average Working Dogs,Female,Yes,154,96.49415836
2892,6AF36C,Gordon Setter,Above Average Working Dogs,Male,No,164,0
2893,593BBA,Gordon Setter,Above Average Working Dogs,Male,Yes,168,138.0741101
2894,792831,Gordon Setter,Above Average Working Dogs,Male,No,151,0
2895,868557,Gordon Setter,Above Average Working Dogs,Male,Yes,155,106.5440762
2896,12DA17,Gordon Setter,Above Average Working Dogs,Male,No,170,0
2897,A6B26D,Gordon Setter,Above Average Working Dogs,Female,No,152,0
2898,393742,Gordon Setter,Above Average Working Dogs,Female,Yes,159,98.52170385
2899,3D982F,Gordon Setter,Above Average Working Dogs,Female,No,155,0
2900,D24044,Gordon Setter,Above Average Working Dogs,Female,No,150,0
2901,9B9478,Gordon Setter,Above Average Working Dogs,Female,No,158,0
2902,064A9F,Gordon Setter,Above Average Working Dogs,Male,No,163,0
2903,F3A7F6,Gordon Setter,Above Average Working Dogs,Female,Yes,153,110.1264134
2904,5B5605,Gordon Setter,Above Average Working Dogs,Female,No,123,0
2905,581AC6,Gordon Setter,Above Average Working Dogs,Male,Yes,183,118.591957
2906,6E8EDD,Gordon Setter,Above Average Working Dogs,Male,No,123,0
2907,ABF46F,Gordon Setter,Above Average Working Dogs,Male,Yes,125,82.95197478
2908,660A84,Gordon Setter,Above Average Working Dogs,Male,Yes,142,93.73529836
2909,7E25A8,Gordon Setter,Above Average Working Dogs,Female,Yes,149,95.96896038
2910,72003,Gordon Setter,Above Average Working Dogs,Female,No,142,0
2911,5F2F37,Gordon Setter,Above Average Working Dogs,Male,Yes,180,114.4084001
2912,FCA043,Gordon Setter,Above Average Working Dogs,Female,No,117,0
2913,E75778,Gordon Setter,Above Average Working Dogs,Female,No,142,0
2914,3CBFB0,Gordon Setter,Above Average Working Dogs,Female,Yes,164,104.0965065
2915,5E7B4B,Gordon Setter,Above Average Working Dogs,Female,Yes,164,115.8201326
2916,7FBE04,Gordon Setter,Above Average Working Dogs,Male,No,132,0
2917,1C128D,Gordon Setter,Above Average Working Dogs,Male,No,154,0
2918,F5DB12,Gordon Setter,Above Average Working Dogs,Male,Yes,148,104.9695516
2919,290CD0,Gordon Setter,Above Average Working Dogs,Female,No,138,0
2920,D19B1E,Gordon Setter,Above Average Working Dogs,Male,No,136,0
2921,479B03,Gordon Setter,Above Average Working Dogs,Female,No,151,0
2922,1A138C,Gordon Setter,Above Average Working Dogs,Female,Yes,154,100.5572068
2923,49ADCE,Gordon Setter,Above Average Working Dogs,Female,Yes,169,110.1582676
2924,05FEF8,Gordon Setter,Above Average Working Dogs,Male,No,118,0
2925,9D3753,Gordon Setter,Above Average Working Dogs,Male,No,154,0
2926,AC020E,Gordon Setter,Above Average Working Dogs,Female,Yes,151,101.1923526
2927,AD69DC,Gordon Setter,Above Average Working Dogs,Female,No,181,0
2928,D2CBDF,Gordon Setter,Above Average Working Dogs,Male,Yes,170,121.1938091
2929,60649C,Gordon Setter,Above Average Working Dogs,Female,No,125,0
2930,F41131,Gordon Setter,Above Average Working Dogs,Female,Yes,134,82.75773616
2931,65E2D1,Gordon Setter,Above Average Working Dogs,Male,Yes,158,101.5535993
2932,EE8C58,Gordon Setter,Above Average Working Dogs,Female,No,165,0
2933,88CBD1,Gordon Setter,Above Average Working Dogs,Male,Yes,125,99.88266481
2934,F328CA,Gordon Setter,Above Average Working Dogs,Female,No,149,0
2935,D6BED4,Gordon Setter,Above Average Working Dogs,Male,No,144,0
2936,EABCC2,Gordon Setter,Above Average Working Dogs,Male,No,153,0
2937,01FF92,Gordon Setter,Above Average Working Dogs,Female,Yes,134,87.74679169
2938,A2FF11,Gordon Setter,Above Average Working Dogs,Female,No,141,0
2939,346F30,Gordon Setter,Above Average Working Dogs,Male,Yes,180,117.3978344
2940,38F3CA,Gordon Setter,Above Average Working Dogs,Male,No,160,0
2941,EDC2A4,Gordon Setter,Above Average Working Dogs,Male,No,168,0
2942,F8B652,Gordon Setter,Above Average Working Dogs,Female,No,154,0
2943,40D83C,Gordon Setter,Above Average Working Dogs,Male,No,148,0
2944,86A498,Gordon Setter,Above Average Working Dogs,Female,No,163,0
2945,EC6746,Gordon Setter,Above Average Working Dogs,Female,No,144,0
2946,61DFD2,Gordon Setter,Above Average Working Dogs,Female,Yes,151,102.2600845
2947,0D69E7,Gordon Setter,Above Average Working Dogs,Male,Yes,174,118.8406101
2948,53180A,Bearded Collie,Above Average Working Dogs,Male,Yes,167,105.263818
2949,A0E62E,Bearded Collie,Above Average Working Dogs,Male,No,196,0
2950,242BBB,Bearded Collie,Above Average Working Dogs,Female,Yes,162,108.9727058
2951,2.57E+09,Bearded Collie,Above Average Working Dogs,Male,Yes,179,109.4979769
2952,2A5E77,Bearded Collie,Above Average Working Dogs,Male,No,162,0
2953,1DE68F,Bearded Collie,Above Average Working Dogs,Male,Yes,148,98.08233416
2954,A9078D,Bearded Collie,Above Average Working Dogs,Female,Yes,143,89.81085506
2955,9B4942,Bearded Collie,Above Average Working Dogs,Male,Yes,139,97.35059407
2956,66C9C0,Bearded Collie,Above Average Working Dogs,Female,Yes,125,78.71010332
2957,7805B0,Bearded Collie,Above Average Working Dogs,Female,Yes,142,90.48586483
2958,FB6FBF,Bearded Collie,Above Average Working Dogs,Female,Yes,154,110.4447882
2959,94C0B2,Bearded Collie,Above Average Working Dogs,Female,No,131,0
2960,728C01,Bearded Collie,Above Average Working Dogs,Female,No,115,0
2961,F53116,Bearded Collie,Above Average Working Dogs,Female,No,143,0
2962,F1A627,Bearded Collie,Above Average Working Dogs,Male,No,154,0
2963,01308F,Bearded Collie,Above Average Working Dogs,Male,Yes,156,98.68401015
2964,4D8311,Bearded Collie,Above Average Working Dogs,Male,No,138,0
2965,907EF5,Bearded Collie,Above Average Working Dogs,Male,Yes,153,93.69418036
2966,52E6A2,Bearded Collie,Above Average Working Dogs,Male,Yes,134,97.32253274
2967,9EF670,Bearded Collie,Above Average Working Dogs,Male,Yes,141,85.73485551
2968,D9FCBE,Bearded Collie,Above Average Working Dogs,Male,No,179,0
2969,0C2D0D,Bearded Collie,Above Average Working Dogs,Male,No,132,0
2970,1FD2E3,Bearded Collie,Above Average Working Dogs,Male,No,145,0
2971,F144CF,Bearded Collie,Above Average Working Dogs,Male,No,136,0
2972,CA3506,Bearded Collie,Above Average Working Dogs,Male,No,139,0
2973,272EB0,Bearded Collie,Above Average Working Dogs,Male,No,161,0
2974,B2E2A1,Bearded Collie,Above Average Working Dogs,Male,Yes,133,109.5513263
2975,1C5E40,Bearded Collie,Above Average Working Dogs,Female,No,129,0
2976,A150A7,Bearded Collie,Above Average Working Dogs,Female,No,129,0
2977,5E3DFE,Bearded Collie,Above Average Working Dogs,Male,Yes,159,106.0772859
2978,C27C74,Bearded Collie,Above Average Working Dogs,Female,Yes,195,129.4887045
2979,8EBFA1,Bearded Collie,Above Average Working Dogs,Male,Yes,158,112.4303689
2980,B5F9B6,Bearded Collie,Above Average Working Dogs,Male,No,178,0
2981,F22520,Bearded Collie,Above Average Working Dogs,Male,No,142,0
2982,EA3FCA,Bearded Collie,Above Average Working Dogs,Female,No,115,0
2983,D3D2DD,Bearded Collie,Above Average Working Dogs,Female,No,160,0
2984,B0702D,Bearded Collie,Above Average Working Dogs,Male,Yes,155,107.7007844
2985,180738,Bearded Collie,Above Average Working Dogs,Female,Yes,143,92.43469556
2986,9885B9,Bearded Collie,Above Average Working Dogs,Female,Yes,136,89.85740169
2987,B50BD5,Bearded Collie,Above Average Working Dogs,Female,No,144,0
2988,FF655D,Bearded Collie,Above Average Working Dogs,Male,Yes,174,113.0201906
2989,A425D0,Bearded Collie,Above Average Working Dogs,Male,Yes,165,114.0147339
2990,BCD9DE,Bearded Collie,Above Average Working Dogs,Male,Yes,163,121.5585541
2991,DCE7F9,Bearded Collie,Above Average Working Dogs,Male,No,161,0
2992,A4AD83,Bearded Collie,Above Average Working Dogs,Male,Yes,148,95.0873766
2993,644863,Bearded Collie,Above Average Working Dogs,Female,No,162,0
2994,BAA80A,Bearded Collie,Above Average Working Dogs,Male,No,180,0
2995,BF9A5C,Bearded Collie,Above Average Working Dogs,Male,Yes,181,120.1333225
2996,55CB88,Bearded Collie,Above Average Working Dogs,Male,No,159,0
2997,5FED65,Bearded Collie,Above Average Working Dogs,Male,Yes,156,94.34364771
2998,3CF331,Bearded Collie,Above Average Working Dogs,Male,Yes,148,97.76279353
2999,434628,Bearded Collie,Above Average Working Dogs,Female,Yes,157,105.2450715
3000,17798E,Bearded Collie,Above Average Working Dogs,Female,Yes,148,100.2018371
3001,B4E439,Bearded Collie,Above Average Working Dogs,Male,No,134,0
3002,1346F6,Bearded Collie,Above Average Working Dogs,Female,Yes,152,98.84942505
3003,7B2CDF,Bearded Collie,Above Average Working Dogs,Male,Yes,167,110.5649681
3004,C315AC,Bearded Collie,Above Average Working Dogs,Female,No,138,0
3005,7974AF,Bearded Collie,Above Average Working Dogs,Male,No,161,0
3006,A12F9E,Bearded Collie,Above Average Working Dogs,Male,Yes,149,97.39159993
3007,2705DC,Bearded Collie,Above Average Working Dogs,Female,No,132,0
3008,EB66BC,Bearded Collie,Above Average Working Dogs,Female,Yes,172,109.0435379
3009,494698,Bearded Collie,Above Average Working Dogs,Male,No,158,0
3010,7E10F2,Bearded Collie,Above Average Working Dogs,Female,Yes,140,92.26611891
3011,B25D5E,Bearded Collie,Above Average Working Dogs,Male,No,145,0
3012,FFA694,Bearded Collie,Above Average Working Dogs,Male,Yes,177,125.177039
3013,6B6E57,Bearded Collie,Above Average Working Dogs,Female,No,138,0
3014,5BC518,Bearded Collie,Above Average Working Dogs,Male,Yes,152,111.151913
3015,EAD1AB,Bearded Collie,Above Average Working Dogs,Male,Yes,136,98.58476693
3016,92BBE6,Bearded Collie,Above Average Working Dogs,Male,Yes,139,93.96120369
3017,FEE5D2,Bearded Collie,Above Average Working Dogs,Female,Yes,139,93.00060932
3018,7A90C5,Bearded Collie,Above Average Working Dogs,Female,No,178,0
3019,4BA20E,Bearded Collie,Above Average Working Dogs,Female,No,161,0
3020,92473C,Bearded Collie,Above Average Working Dogs,Female,No,136,0
3021,289011,Bearded Collie,Above Average Working Dogs,Female,Yes,176,127.5689644
3022,5F0478,Bearded Collie,Above Average Working Dogs,Female,Yes,170,127.5307422
3023,CB8D51,Bearded Collie,Above Average Working Dogs,Female,No,159,0
3024,D01DD5,Cairn Terrier,Above Average Working Dogs,Female,Yes,154,99.51139391
3025,CB18BA,Cairn Terrier,Above Average Working Dogs,Male,Yes,181,126.0232854
3026,ED96A0,Cairn Terrier,Above Average Working Dogs,Female,Yes,170,105.636616
3027,1DA1C1,Cairn Terrier,Above Average Working Dogs,Female,No,127,0
3028,817092,Cairn Terrier,Above Average Working Dogs,Male,Yes,143,100.6615882
3029,E97AD1,Cairn Terrier,Above Average Working Dogs,Female,No,155,0
3030,10F9BF,Cairn Terrier,Above Average Working Dogs,Female,Yes,158,126.2779079
3031,5CE5AE,Cairn Terrier,Above Average Working Dogs,Female,Yes,173,114.9353879
3032,5A8816,Cairn Terrier,Above Average Working Dogs,Male,No,146,0
3033,1BFA75,Cairn Terrier,Above Average Working Dogs,Female,Yes,155,102.1897191
3034,09897A,Cairn Terrier,Above Average Working Dogs,Female,Yes,179,121.0347729
3035,A97E87,Cairn Terrier,Above Average Working Dogs,Female,No,142,0
3036,3E89A5,Cairn Terrier,Above Average Working Dogs,Male,Yes,156,97.46043929
3037,B99165,Cairn Terrier,Above Average Working Dogs,Male,No,157,0
3038,48BC86,Cairn Terrier,Above Average Working Dogs,Female,No,149,0
3039,ADC4DD,Cairn Terrier,Above Average Working Dogs,Female,Yes,171,109.755201
3040,3B144F,Cairn Terrier,Above Average Working Dogs,Male,No,146,0
3041,439594,Cairn Terrier,Above Average Working Dogs,Female,No,157,0
3042,EA9BB7,Cairn Terrier,Above Average Working Dogs,Female,Yes,146,92.45826472
3043,C4D5BE,Cairn Terrier,Above Average Working Dogs,Male,No,148,0
3044,4.21E+13,Cairn Terrier,Above Average Working Dogs,Female,No,115,0
3045,88AEDA,Cairn Terrier,Above Average Working Dogs,Female,No,136,0
3046,B5F20E,Cairn Terrier,Above Average Working Dogs,Female,Yes,163,112.3204586
3047,625DEF,Cairn Terrier,Above Average Working Dogs,Female,No,135,0
3048,1812D0,Cairn Terrier,Above Average Working Dogs,Male,Yes,150,103.2434036
3049,D492EA,Cairn Terrier,Above Average Working Dogs,Male,No,141,0
3050,13A2A2,Cairn Terrier,Above Average Working Dogs,Male,No,134,0
3051,B673F9,Cairn Terrier,Above Average Working Dogs,Male,No,141,0
3052,682176,Cairn Terrier,Above Average Working Dogs,Female,Yes,154,96.08456557
3053,636ED1,Cairn Terrier,Above Average Working Dogs,Male,Yes,178,125.2210117
3054,64275A,Cairn Terrier,Above Average Working Dogs,Male,No,160,0
3055,CC7676,Cairn Terrier,Above Average Working Dogs,Female,Yes,154,94.94522237
3056,7.14E+05,Cairn Terrier,Above Average Working Dogs,Male,Yes,162,128.0731954
3057,BB27A4,Cairn Terrier,Above Average Working Dogs,Male,Yes,164,107.2252159
3058,79D69F,Cairn Terrier,Above Average Working Dogs,Female,No,152,0
3059,EBDB9C,Cairn Terrier,Above Average Working Dogs,Male,No,154,0
3060,C7D52F,Cairn Terrier,Above Average Working Dogs,Female,Yes,182,110.9199472
3061,D6F9CD,Cairn Terrier,Above Average Working Dogs,Male,No,133,0
3062,CC6C07,Cairn Terrier,Above Average Working Dogs,Female,No,151,0
3063,EE5A06,Cairn Terrier,Above Average Working Dogs,Male,No,135,0
3064,3B0D01,Cairn Terrier,Above Average Working Dogs,Male,No,137,0
3065,37B112,Cairn Terrier,Above Average Working Dogs,Male,Yes,161,121.8878427
3066,6CE382,Cairn Terrier,Above Average Working Dogs,Male,Yes,165,108.047623
3067,966031,Cairn Terrier,Above Average Working Dogs,Male,Yes,130,85.25294834
3068,46A315,Cairn Terrier,Above Average Working Dogs,Female,No,166,0
3069,A8992C,Cairn Terrier,Above Average Working Dogs,Male,Yes,141,95.44769607
3070,0FA1CA,Cairn Terrier,Above Average Working Dogs,Female,No,137,0
3071,9B54A7,Cairn Terrier,Above Average Working Dogs,Female,Yes,131,84.96776258
3072,59623,Cairn Terrier,Above Average Working Dogs,Female,Yes,136,85.89222352
3073,15E554,Cairn Terrier,Above Average Working Dogs,Male,Yes,151,102.9578038
3074,88C330,Cairn Terrier,Above Average Working Dogs,Female,No,131,0
3075,ED9A22,Cairn Terrier,Above Average Working Dogs,Male,No,135,0
3076,13A9D5,Cairn Terrier,Above Average Working Dogs,Female,No,132,0
3077,A1625E,Cairn Terrier,Above Average Working Dogs,Male,No,121,0
3078,B6B24A,Cairn Terrier,Above Average Working Dogs,Male,Yes,144,91.63767882
3079,04B3AA,Cairn Terrier,Above Average Working Dogs,Male,No,164,0
3080,4CDE2E,Cairn Terrier,Above Average Working Dogs,Female,No,148,0
3081,993537,Kerry Blue Terrier,Above Average Working Dogs,Male,No,149,0
3082,F0E74E,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,150,96.44160263
3083,7D2D18,Kerry Blue Terrier,Above Average Working Dogs,Female,No,146,0
3084,C84F5C,Kerry Blue Terrier,Above Average Working Dogs,Female,No,145,0
3085,DB2E8E,Kerry Blue Terrier,Above Average Working Dogs,Male,No,162,0
3086,57E03E,Kerry Blue Terrier,Above Average Working Dogs,Female,No,153,0
3087,1D3D98,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,153,96.21632151
3088,28B82B,Kerry Blue Terrier,Above Average Working Dogs,Female,Yes,146,110.0222312
3089,AE5610,Kerry Blue Terrier,Above Average Working Dogs,Female,No,179,0
3090,CB6DBE,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,173,111.0607972
3091,0CC772,Kerry Blue Terrier,Above Average Working Dogs,Female,Yes,174,121.6631542
3092,D3BABB,Kerry Blue Terrier,Above Average Working Dogs,Male,No,155,0
3093,C92689,Kerry Blue Terrier,Above Average Working Dogs,Male,No,180,0
3094,8.07E+30,Kerry Blue Terrier,Above Average Working Dogs,Male,No,138,0
3095,E36B42,Kerry Blue Terrier,Above Average Working Dogs,Female,Yes,168,104.2798942
3096,F16A4A,Kerry Blue Terrier,Above Average Working Dogs,Female,No,167,0
3097,05BEFB,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,168,107.716907
3098,1DA126,Kerry Blue Terrier,Above Average Working Dogs,Female,Yes,172,115.7162746
3099,972B6F,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,141,97.61588568
3100,5DFC3F,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,145,91.72508406
3101,8BBC3D,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,144,95.74378024
3102,08544B,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,140,95.1760883
3103,302C15,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,145,91.98421585
3104,C7373D,Kerry Blue Terrier,Above Average Working Dogs,Female,No,184,0
3105,1EDC4F,Kerry Blue Terrier,Above Average Working Dogs,Female,Yes,160,106.1088427
3106,3907B2,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,150,98.08206004
3107,6492A8,Kerry Blue Terrier,Above Average Working Dogs,Male,No,168,0
3108,B90691,Kerry Blue Terrier,Above Average Working Dogs,Female,No,144,0
3109,3EB72E,Kerry Blue Terrier,Above Average Working Dogs,Female,No,119,0
3110,4C6795,Kerry Blue Terrier,Above Average Working Dogs,Female,No,133,0
3111,E01ECA,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,128,90.24559347
3112,413146,Kerry Blue Terrier,Above Average Working Dogs,Female,No,175,0
3113,AEB45B,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,150,96.46320393
3114,EE9891,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,151,103.5705216
3115,4FA2D9,Kerry Blue Terrier,Above Average Working Dogs,Female,No,163,0
3116,D021B8,Kerry Blue Terrier,Above Average Working Dogs,Male,No,165,0
3117,DC49D3,Kerry Blue Terrier,Above Average Working Dogs,Male,No,135,0
3118,769137,Kerry Blue Terrier,Above Average Working Dogs,Male,Yes,125,84.99606053
3119,BF1B55,Kerry Blue Terrier,Above Average Working Dogs,Female,No,165,0
3120,1227C1,Kerry Blue Terrier,Above Average Working Dogs,Female,No,152,0
3121,8F4FE9,Irish Setter,Above Average Working Dogs,Female,Yes,163,102.7983544
3122,E7DEA4,Irish Setter,Above Average Working Dogs,Female,No,146,0
3123,3B1CC8,Irish Setter,Above Average Working Dogs,Female,No,169,0
3124,58CFB5,Irish Setter,Above Average Working Dogs,Male,No,158,0
3125,6E29B6,Irish Setter,Above Average Working Dogs,Male,Yes,156,94.35196916
3126,155430,Irish Setter,Above Average Working Dogs,Female,No,157,0
3127,DE2737,Irish Setter,Above Average Working Dogs,Female,No,126,0
3128,2E90B5,Irish Setter,Above Average Working Dogs,Female,No,149,0
